Id,EUde,EUen,EUit,EUnl,EUru,EUfr,EUes,USen,USfr,USes,JPja,KRko,TWzh,CNzh
gor01,zwerg,li'l bitty baby,baaanane,dwerg,мелкота,gadget,cani,li'l bitty baby,gadget,cani,ガオ,겉멋,高高,高高
gor02,ugh,baboom,baboom,bavi-AAN,бабум,ma noix,angaua,baboom,ma noix,angaua,ウルトラ,야임마,超級,这家伙
gor04,ugh-ugh,hoo hoo ha,bum bum,oe-oe-ah,ух-ух-ах,tonneau,gorilérico,hoo hoo ha,tonneau,gorilérico,コング,하압,鋼鋼,钢钢
gor05,äffäff,uh-oh,bam bam,oh-oh,ух-ох,pelage,unga,uh-oh,pelage,unga,おうおう,오우오우,喔喔,喔喔
gor07,auauauu,sweetie,tump tump,lieverd,сластена,gong,canapé,sweetie,gong,uh-uh,アイヤ,에그머닛,唉呀,唉呀
gor08,uga-uga,ayyyeee,bananao,aiaiai,ух-ух-ух,ouba-oub,chocolate,ayyyeee,ouba-oub,juju-já,ウヒョッ,부락,嗚呼,呜呼
gor09,brahaha,vroom,uhatà,vroem,на взлет,patouche,uga-uga,vroom,patouche,uga-uga,そりゃっ,끼얍,煞啊,煞啊
gor10,kongkong,groovy,entonces,groovy,респект,tût tût,cungagún,groovy,tût tût,cungagún,いえてる,알만하다,同意,同意
gor11,kittykong,hello,arrruuu,hello,алло,rorille,kittybún,hello,rorille,kittybún,ハロー,헬로,哈囉,哈罗
ham00,twirps,hammie,puff pant,hammie,хомячок,chicots,chucufá,hammie,chicots,chucufá,ハム,햄햄,火腿,火腿
ham01,fiep,cheekers,triplo uau,wangetjes,щечки,bibille,do-re-mi,cheekers,bibille,do-re-mi,キュルン,큐룽,轉轉,转转
ham02,hähäm,indeed,paella,inderdaad,резонно,au pif,ñisqui,indeed,au pif,ñisqui,ですぞ,그렇다고,就是這樣,就是这样
ham03,mjamjam,le ham,flop,le ham,ле хом,caries,adoya,le ham,yes sir,adoya,ヒュー,휴우,咻咻,咻咻
ham04,hümpf,tarnation,vriiin,korenwolf,о-хо-хо,gnognotte,moflete,tarnation,ciel,ñiqui-ñú,だってば,파샤샤,相信我,相信我
ham05,backi,thump,popomf,boink,стук-стук,pindépice,tucu-tucu,thump,pindépice,tucu-tucu,どきどき,둥게둥게,忐忑不安,忐忑不安
ham06,millimilli,powderpuff,fondue,donsbal,пушистик,abajoujou,nomnom,powderpuff,abajoujou,nomnom,なのです,뽀드득,對啊,对啊
ham07,squiep,snort,spatapumf,snuifsnuif,фырк,balivernes,andaquenó,snort,gna gna,noquenó,カーッ,카악,怒,怒
ham09,sososo,gabeesh,vossia,dusseh,короче,capiche,pariente,gabeesh,capiche,capiche,じゃけえ,알겠냐,所以囉,所以喽
hip00,pfffft,hippie,ipper,hippo,гиппи,babi,batracio,hippie,babi,hiponó,だぎゃー,그러마,覺得是啦,觉得是啦
hip02,blupper,hipster,hiippy,hipster,хипстер,hip hop là,hippie,hipster,hip hop là,glop-glop,でガンス,히포포,是是,是是
hip03,blubber,bloop,blup,blubber,бултых,rololol,glub-glub,bloop,gloups,glub-glub,そうです,맞습니다,沒錯,没错
hip04,skwiirt,squirt,squirt,spetter,малек,hips hips,hipo-pipo,squirt,hips hips,hipo-pipo,じゃけん,오도독,因為,因为
hip05,mei o mei,my dear,bibù,liefje,дорогуша,joli cœur,corassón,my dear,joli cœur,hipopop,だピー,쩝쩝,嗶嗶,哔哔
hip08,höhöhö,beach bum,uhuhuh,strandgast,лежебока,mille,algas,beach bum,mille,ho-hop,でっせ,냉큼오슈,世世,世世
hip09,hipphipp,natch,vale,tuurlijk,естессно,tam-tam,chofchof,natch,tam-tam,chofchof,イェス,예스,Yes,Yes
hrs00,wiehie,pardner,cowboy,draver,партнер,taty,zanahoria,pardner,howdy,jopop,なんちて,농담,搞笑,搞笑
hrs01,gimazuka,sugar cube,zolletta,klontje,сахарок,susucre,terroncito,sugar cube,susucre,clic-cloc,いくわよ,달리자,走囉,走哦
hrs02,wichichi,y'all,hip hip,pony,и все,wimbowé,azucarillo,y'all,wimbowé,azuquita,ってば,맞아요,說到,说到
hrs03,anfänger,tenderfoot,pinopino,jonkie,жеребенок,mouuuuiii,pezuñitas,tenderfoot,mouuuuiii,hop-uah,だヒヒン,히히힝,酥酥,酥酥
hrs04,galoppp,nay,nay,nihihiet,не-е-ет,shérif,bípedo,nay,shérif,ñiii,ブルル,부르르,布魯魯,布鲁鲁
hrs05,heu-ja,hay-OK,biadina,knol,тык-дык,youp là,okeimakei,hay-OK,youp là,okeimakei,みゃあ,당근당근,嘶嘶,嘶嘶
hrs06,greenhorn,greenhorn,pirulì,ju,новичок,tagada,jo-joy,greenhorn,tagada,jo-joy,じゃない,게슴츠레,不是啦,不是啦
hrs07,plätzchen,sugar,dolcetto,snoepje,рафинад,beauté,bomboncito,sugar,beauté,hop-puá,あそばせ,훗훗,遊遊,游游
hrs08,nachbar,neighbor,oh mamma,hinnik,соседушка,mustang,niiiih,neighbor,mustang,niiiih,だポン,몰라요,蹦,蹦
hrs09,mausezahn,nipper,palio,veulen,кусь-кусь,galapia,criatura,nipper,hippique,nih-nah,サヴァ,봉쥬르,舒服,舒服
hrs10,schauder,clip clawp,clop clop,klipklop,цок-цок,mouh-ouh,troteras,clip clawp,mouh-ouh,clip-clop,ぴろぴろ,다그닥,吹捲捲,吹卷卷
hrs11,hamham,check it,hiii,hortsik,глянь,hue hue,jia,check it,hue hue,jia,ごらんよ,이거봐,請看,请看
hrs12,nichja,haaay,clip clop,hooooi,се-е-ено,en selle,quepassa,haaay,en selle,cli-cló,だっけ,그런가,聽說是,听说是
hrs13,wihihihi,glitter,vamos,glitter,блеск,trottoune,pinchito,glitter,western,trotót,ね、キミ,그대여,喂！你,喂！你
hrs16,tada,ayup yup,hiii-op,uhuh,но-но,crincrin,alehop,ayup yup,crincrin,juááá,スン,쉬익,哼,哼
kal00,grins,tsk tsk,tsé tsé,tss tss,ц-ц,tss tss,pues,tsk tsk,tss tss,tsé tsé,アラ,어맛,啊啦,啊啦
kal01,schnarchhh,guvnor,tesorino,chef,лидер,chef,tú,guvnor,chef,eucaliup,キラリ,반짝,晶亮,晶亮
kal02,zubba,toasty,toasty,toastje,хрустяшка,pêchou,tesoro,toasty,pêchou,pichú,とっても,정말로요,不得了,不得了
kal03,sternchen,sunshine,calipto,zonnetje,солнышко,mon trésor,súper,sunshine,mon trésor,calipto,だコアラ,발그레,無尾熊,无尾熊
kal04,partner,mate,dinamite,partner,напарник,galopin,jorf-jorf,mate,calyptus,jorf-jorf,だがや,버텨,錢錢,钱钱
kal05,altes Haus,ol' bear,ulabadula,ouwe beer,медведище,koa là là,osete,ol' bear,koa là là,koahhh,ククッ,큐큐,顆顆,颗颗
kal07,aloha,aloha,aloha,mahalo,алоха,aloha,aloha,aloha,aloha,aloha,サクッ,바삭,香脆,香脆
kal08,kolala,nuh uh,eurekalì,echnie,ох-хо,zyva,kolalá,nuh uh,zyva,koalalá,え～,어어,咦～,咦
kal09,liptus,chips,ponzipò,chips,ничего,sandwich,trololó,chips,sandwich,tralalá,わ～い,우와,哇～,哇
kal10,yeah,yeah buddy,koahola,yeah,приятель,yapaphoto,ouyeah,yeah buddy,oh yeah,ouyeah,おいおい,야야야,喂喂,喂喂
kgr00,kindchen,child,cucciolo,kind,детка,gamin,mi alma,child,gamin,chiquichí,ッポン,폴짝,補補,补补
kgr01,knirps,wee baby,oplà,ukkepuk,малютка,riquiqui,peso mosca,wee baby,riquiqui,ala-rorro,ッハ,응,嘿,嘿
kgr02,beutel,little one,gnegné,kleine,дитятко,poupon,bebé,little one,mon pit,arrorró,だフン,오롤로,親親,亲亲
kgr05,schmusi,my pet,fagotto,troetel,лапочка,mon étoile,mascotita,my pet,mon étoile,brillabrí,だパンク,뭘봐,龐克,庞克
kgr06,flottflott,boing,saltolà,boing,прыг,d'la balle,púgil,boing,d'la balle,do-doing,よねー,이자슥,對耶,对耶
kgr08,boingboing,pockets,boing,zakkies,карманчик,popoche,boing,pockets,popoche,boing,じゃのう,어험,別裝了,别装了
kgr09,bonk,punches,balz balz,boks,хук,savate,chimpón,punches,savate,chimpón,やるぜ,아자,做就對了,做就对了
kgr10,hüpf,pouches,me oui,buidels,кармашек,wallaby,nainoná,pouches,wallaby,nainoná,いいのよ,조아요,好唷,好唷
lon00,kumpel,shredded,ruggi,maaaan,че-е-ел,m'pote,sabes,shredded,mon man,grrrau,メ～ン,요～맨,男人,男人
lon01,grolll,unh-hunh,unh-hunh,aloha,буги-вуги,bébé,groar,unh-hunh,bébé,groar,ダロガ,안그냐,聽懂吧,听懂吧
lon02,coolcat,cool cat,grrringo,coole kat,спокойно,lionceau,melenas,cool cat,lionceau,grrreh,だオン,티라이온,獅獅,狮狮
lon04,löwieh,lion cub,sonré,jong,левушка,minus,fiera,lion cub,minus,gro-grau,よな,졸지마,上課了,上课了
lon06,gröhl,cagey,groarrivo,rrrrrauw,зоосад,grif-grif,sapristi,cagey,grif-grif,sapristi,ハハハ,하하하,哈哈哈,哈哈哈
lon07,graaah,capital,roar,koninklijk,капитально,criniou,ticotaco,capital,excellent,ticotaco,ナハッ,크릉,哪哈,哪哈
lon08,grrroooh,precisely,ahora,exact,честь имею,papatte,picoplás,precisely,papatte,picoplás,まさしく,옳거니,正確,正确
mnk01,spitzi,po po,po po,banaan,пу-пу,po po,monada,po po,po po,ukiú,ウキャ,끼끼,唔唔,唔唔
mnk02,bannabanna,zzzook,zzzook,zzzoeh oeh,дружок,zzziik,chimpa,zzzook,zzziik,chimpa,でござる,하옵니다,猿猿,猿猿
mnk03,agaga,chimpy,scimmietta,chimpie,шимпатяга,booof,uki-uki,chimpy,booof,uki-uki,ワオ,와우,哇嗚,哇呜
mnk04,abbo,g'tang,g'tang,orang,ух-эх,l'outang,uuuuh-ah,g'tang,l'outang,uuuuh-ah,バナーナ,바나나,香蕉,香蕉
mnk05,strebstreb,puh-lease,per favore,kom op zeg,само собой,steup,ricura,puh-lease,steup,uh-lalá,だモン,몽몽,孟孟,孟孟
mnk06,kikiki,rerack,clap clap,oe-⁠a-⁠a,у-у-у,oh hisse,afuá,rerack,oh hisse,afuá,どっこい,빠샤,差不多,差不多
mnk07,makimaki,cheeky,babbuh,brutaaltje,щекасто,tavu,tunante,cheeky,tavu,babuí,ウキキ,우끼네,嗚吱吱,呜吱吱
mnk08,miekmiek,monch,panzé,smak,чавк-чавк,liaaaane,millón,monch,liaaaane,ñim-ñim,だぜ,흠냐리,去吧,去吧
mnk09,wuwu,wuwu,wuwu,woewoe,ву-ву,houhou,wuwu,wuwu,houhou,wuwu,ハオハオ,긁적,好好,好好
mus00,quieek,squeaky,squiksquik,pieperig,пип-пип,tatouille,cuiqui,squeaky,coui-coui,cuiqui,だべ,찍찍,美吧,美吧
mus01,pfiffikus,squinky,squick,piepsels,фью-фью,scriiich,caramba,squinky,scriiich,scroch,てやんで,긍가벼,非也,非也
mus02,visavisa,eeks,eeks,ieps,пип,hiiiii,petisú,eeks,hiiiii,petisú,ギャハッ,캬학,嘎哈,嘎哈
mus03,kicher,cheeseball,formaggino,kaaskoekje,сы-ы-ыр,boulette,orejas,cheeseball,boulette,quesuá,なーんて,글치머,說說的,说说的
mus04,pieeeps,pipsqueak,pisquak,piepklein,ревушка,scouic,flojeras,pipsqueak,scouic,escuác,チュー,쪽,吱,吱
mus05,boa-ey,ace,flapflap,toppie,мастерски,tip top,quesito,ace,tip top,chopchop,すっげぇ,무진장,厲害,厉害
mus08,schatzi,sweetie,squitto,zoetje,сладость,claquos,yogurín,sweetie,claquos,escuic,ですワ,달짝지근,滑滑,滑滑
mus09,fieps,squee,squiii,piephoi,пи-и-и,nouik,ñiiiik,squee,nouik,ñiiiik,がってん,힐끔힐끔,躡躡,蹑蹑
mus10,piepser,cannoli,cippoli,cannoli,канноли,dis donc,cloricló,cannoli,dis donc,cloricló,ルンルン,룰룰,開心,开心
mus12,knabba,eat it,squikko,smakelijk,ням-ням,flim-flam,dientes,eat it,flim-flam,flinflán,ピコ,앗차,微微,微微
mus14,käääse,shorty,quink,kleintje,коротышка,bééléé,atiza,shorty,bééléé,atiza,にゃろ,짜샤,可惡,可恶
mus15,achja,eekers,zink zink,piepers,пи-пи-пи,skouik-ik,piruleta,eekers,skouik-ik,escui-cui,ですよね,내말이요,就說吧,就说吧
mus16,nagnag,yelp,rattaplan,piepzak,писк,téma,bocadito,yelp,okka,ñiñi-ñiá,おほほ,오호호,呵呵呵,呵呵呵
mus17,bling,oh bow,cheeese,strikje,бантик,grugru,migas,oh bow,grugru,brillilí,でちゅの,그러찍,啾啾,啾啾
mus18,hoho,fromage,iiik,cheese,сырок,frometon,fundifún,fromage,cheese,fundifún,まあね,꼬리꼬리,也是啦,也是啦
mus19,tjöm,mmmhmm,accadueo,hmmhmm,м-м-м,eurêk,eureka,mmmhmm,eurêk,eureka,ふむふむ,흐으음,嗯啊,嗯啊
ocp00,schling,sucker,perdindi,zuignap,все пропало,chenapan,chupatinta,sucker,chenapan,glop-glop,タコ,쭉쭉,章魚,章鱼
ocp01,blubblub,blurp,blurp,blorp,хлюп,beurp,dospatas,blurp,beurp,bliup,きゃ,캬캬,咔,咔
ocp02,saug,bloop,blub,bloep,буль,sploush,churubú,bloop,sploush,churubú,せやねん,약히,認同,认同
ocp04,klink-klonk,donk donk,clinkclank,tink-tonk,динь-дон,bip bip,clonc,donk donk,bip bip,clonc,チュドン,발사,發動,发动
ost00,hühnchen,chicken,polpetta,kippie,цыпленок,poupoule,gallina,chicken,poupoule,plumifá,やっぱし,역시,果然,果然
ost01,ajajajjj,stretch,stretch,en strek,растяжка,codêt,plumillas,stretch,codêt,plumiplú,ですの,그렇지라,千歲,千岁
ost02,flottilda,speedy,vruum,raprap,быстро,euh quoi,fiuuun,speedy,euh quoi,fiuuun,だチョー,그렇다조,鴕鳥,鸵鸟
ost03,affenzahn,zort,niiun,klik-kluk,дзынь,pik pik,chiuuun,zort,pik pik,chiuuun,だメカ,치지직,機械,机械
ost04,küken,li'l chick,pasticcino,samba,цып-цып,bon bref,sambasamba,li'l chick,bon bref,sambasamba,リン,네이루,鈴鈴,铃铃
ost05,püh,dahling,blaaah,schatje,дарлинг,trutruche,churri,dahling,trutruche,churri,やだわね,어머몰라,吼唷,吼唷
ost06,happahappa,sweatband,boa,zweetband,не потей,omelette,gruqui,sweatband,omelette,gruqui,およよ,오요용,哎呀呀,哎呀呀
ost07,zwoing,hurk,tambien,struis,хех,bécot,jurk,hurk,bécot,jurk,ホロロ,호롤로,轟隆隆,轰隆隆
ost08,flaum,quite so,bien sur,juist ja,вот так,viiiite,goticas,quite so,viiiite,igh-igh,ですのね,그랬구나,是嘛,是嘛
ost09,flappflapp,pinky,sivuplé,roze,розочка,guiboles,croqui,pinky,rosi rosa,croqui,だミン,밍고밍고,紅鶴,红鹤
ost10,pieks,sparky,behmù,vonkje,искорка,chanmé,equilicuá,sparky,chanmé,equilicuá,アツイわ,아뜨뜨,好熱,好热
pbr00,ahhh,pah,pah,poeh,пф-ф,trraaaa,rapaz,pah,trraaaa,rapahhh,だワイ,다꿇어,唔咿,唔咿
pbr01,adlerauge,cuz,mini mini,broeder,вот,croooa,chinchilla,cuz,croooa,cro-ah,カラカラ,엄멈머,卡拉卡拉,卡拉卡拉
pbr02,schwinge,hawkeye,pronti via,arendsoog,глаз-алмаз,œil agile,aguililla,hawkeye,tout vu,aguilííí,バサバサ,퍼덕퍼덕,啪沙啪沙,啪沙啪沙
pbr03,käpten,captain,capo,kaptein,капитан,flap flap,cadete,captain,flap flap,capííí,ッキーッ,짜란～,繼繼,继继
pbr05,flapp,skree-haw,gawk,kra-hoe,курлы,phélès,grrraak,skree-haw,grrraak,grrraak,アリョイ,내놔,溜溜,溜溜
pbr06,kriiieck,crushy,rapaciao,pletter,красава,maaaarre,vulanico,crushy,maaaarre,vulanico,ダンケ,크헐,多謝,多谢
pbr07,krahkrah,skraaaaw,chicchirò,havik,клекот,kaputt,mancuernas,skraaaaw,kaputt,escróóó,やあッ,호옷,呀啊,呀啊
pbr08,kiiiiiih,wingo,baila,vleugels,крыло,royaaaal,flopflop,wingo,royaaaal,flopflop,でーッス,수리수리,是,是
pbr09,kraaack,feathers,ah bon,pluimpje,перышко,bebec,plumis,feathers,bebec,plumí,そうね,그래맞아,是呢,是呢
pbr10,hirro,proper,forzasù,grondig,аккуратно,nickel,nobi,proper,nickel,picuá,しっかり,확실히,好好做,好好做
pgn00,b-bestens,b-b-baby,b-b-baby,b-b-baby,к-к-крошка,b-b-bébé,pescadito,b-b-baby,b-b-bébé,pescadí,だジョー,랄라,若,若
pgn01,k-k-kumpel,b-b-buddy,br-br-brr,m-m-maatje,д-дружище,pépépère,titirito,b-b-buddy,pépépère,titirito,だペン,팽팽,企鵝,企鹅
pgn02,d-d-dude,brainfreeze,brivido,k-k-kerel,ч-чубрик,cococopain,waap,brainfreeze,cococopain,waap,ペンペン,땡땡,十字,十字
pgn03,slaschi,slushie,sguish,ĳsje,ледок,manette,esploch,slushie,manette,esploch,ちぅねん,아따,禪,禅
pgn04,grrmpf,brrrmph,brrrumf,brrrhmpf,брр-хм,bourfff,heladito,brrrmph,bourfff,urfff,ツルルン,으쓱,滑溜溜,滑溜溜
pgn05,sssweetie,h-h-h-hon,a-a-amor,d-d-duifje,м-милашка,h-h-h-hon,crustáceo,h-h-h-hon,h-h-h-hon,ki-ki-kiú,ウフフ,우훗훗,唔呼呼,唔呼呼
pgn06,brrrrrrrrr,brrrrrrrrr,brrrrrrrrr,brrrrrrrrr,брр,brrrrrrrrr,sardinilla,brrrrrrrrr,brrrrrrrrr,brrr-uah,さぶー,엣취,候補,候补
pgn07,mömömö,blargh,uffifu,zucht,бу-бу-бу,maiheu,refunfú,blargh,maiheu,refunfú,ブツブツ,중얼중얼,嘟噥,嘟哝
pgn09,wackel,so it goes,uhiii uuuh,zo is 't,вот так вот,blanbec,personaje,so it goes,blanbec,espoink,だからね,뒤집어,所以啦,所以啦
pgn10,menschlein,human,glacius,mens,человек,boudiou,humanoide,human,humanoïde,glaciux,ツーツツ,에헴헴,軋軋,轧轧
pgn11,plitsch,waddler,tubi tubi,waggelaar,ластошлеп,zozio,chirpi,waddler,zozio,chirpi,クルクル,펭글펭글,捲捲,卷卷
pgn12,watschl,picante,frio,picante,огонек,gla gla,siclaro,picante,gla gla,siclaro,ベイベッ,베이베,寶寶,宝宝
pgn13,flatsch,cha,iglù,duh,чхи,golri,fresqui,cha,frigogo,fresqui,じゃんよ,맞잖아,這樣唷,这样唷
pgn14,bibib,frappe,unz unz,frappé,пенка,mon glaçon,esmoquin,frappe,mon glaçon,frapé,ヒヤリ,꽁꽁,涼爽,凉爽
pig00,oinkoink,nyoink,niooink,hupsaknor,хряк-бряк,coink,ñoink,nyoink,coink,ñoink,どもども,꿀꿀,感謝,感谢
pig01,schnauzie,snoutie,ficcanaso,snuiter,хрюша,jambon,oink-oink,snoutie,jambon,oink-oink,だわさ,거라예,哇賽,哇赛
pig02,gronk,swine,snoooink,big,хряк,porcelet,porcino,swine,porcelet,esnoink,まんねん,꾸엑,萬年,万年
pig03,schniff,snortle,snort,snuif,хрюк-хрюк,cuick,groink,snortle,cuick,groink,とかね,아님말구,懶懶,懒懒
pig04,schnoink,snoooink,snoink,knorrie,хрю-ю-ю,groingroin,cochín,snoooink,groingroin,cochín,よぅ,예예,唷,唷
pig05,grunz,snork,snork,snurk,хрю,diantre,pork,snork,diantre,pork,だブー,꼬르륵,噗,噗
pig08,würstel,hot dog,salsicce,knakker,сосиска,andouille,saperlipop,hot dog,andouille,saperlipop,でアール,이노라,公畝,公亩
pig09,quiek,schnort,sgrunf,oink,хрю-хряк,minot,oink,schnort,minot,oink,ブヒッ,쌀,噗嘻,噗嘻
pig10,kringel,schep,sissì,knor-knor,хрюля,grouik,girasol,schep,grouik,oinki,うん,유후,嗯,嗯
pig11,glotz,shweetie,oink,knorrelief,хрюмпатяга,fleur,trufita,shweetie,fleur,trufits,ぷるる,아앙,彈彈,弹弹
pig13,lächel,snortie,gruffeffè,snufferd,хрюк,tigroin,chanchi,snortie,tigroin,chanchi,ちゃりん,땡그랑,噹啷,当啷
pig14,borsti,zoink,oinc,moddervet,хряк-с,lardon,zoink,zoink,lardon,zoink,だトン,떼끼에로,豚,豚
pig15,quiiiek,weeweewee,boink,ieieieie,уи-и-и,toutébon,bidoink,weeweewee,toutébon,bidoink,ウリウリ,냠냠,比利比利,比利比利
pig16,grubbel,sooey,grufidù,kom kom,хрюшка,sabots,morrito,sooey,sabots,cuinoink,やだも～,어우야,討厭啦,讨厌啦
pig17,schnorrz,snuffle,splosh,snuffelaar,хрю-хрю,sauciflard,dindoink,snuffle,sauciflard,dindoink,ブフフ,꿀꾸루,噗呼呼,噗呼呼
rbt00,tiihii,tee-hee,tiptap,hihi,хи-хи,hé hé hé,oy-oy-oy,tee-hee,hé hé hé,oy-oy-oy,みたいな,그렇지뭐,好像喔,好像喔
rbt01,uiui,wee one,caroté,lamprei,малыш,lapinou,trompis,wee one,lapinou,toini,ラン,룰루랄라,啷,啷
rbt02,hoppsa,doyoing,evviva,bojoing,прыг-скок,touloulou,toin-toin,doyoing,touloulou,toin-toin,はにょ,삐용,土俑,土俑
rbt03,hopplahopp,bunyip,bun bun,ninja,заяссс,mon lapin,boin-boing,bunyip,mon lapin,boin-boing,ニンニン,닌닌,忍忍,忍忍
rbt04,herzblatt,mon chou,cherie,mon amour,мон зайшу,cahuète,mon chou,mon chou,cahuète,mon chou,ムホッ,쿨럭,唔賀,唔贺
rbt05,liebling,honeybun,mielito,honnepon,зайчик мой,mon lièvre,mari,honeybun,mon lièvre,reboing,だっち,꺄오,琪他,琪他
rbt06,hihi,li'l hare,gnaf,haasje,зайчишка,ti’ lièvre,pipita,li'l hare,ti’ lièvre,requeboing,なのサ,울랄라,就這樣啦,就这样啦
rbt07,öhrchen,bunbun,bunbun,knijnelijn,зайчонок,pinpin,pompón,bunbun,pinpin,toin-lalá,ってさ,라던데,我說呀,我说呀
rbt08,goseimas,mochi,mochi,mochi,зайпончик,mochi,mochi,mochi,mochi,mochi,まろ,땡글,臣,臣
rbt09,paffpaff,li'l ears,orecchine,hangoor,ушки,n'oreille,orejitas,li'l ears,n'oreille,orejí,フツーに,보통이지,普通,普通
rbt10,hasi,old bunny,soufflé,ouwe reus,зайчище,morbleu,y tal,old bunny,tout bleu,bingboing,ですね,그렇잖아,是啦,是啦
rbt11,hüpfauf,hopalong,hoppela,hopsala,скок-поскок,sans rire,hópala,hopalong,sans rire,hópala,ぶいぶい,아으셔,酸酸,酸酸
rbt12,hey man,karat,lulalà,wortels,морковка,carotte,kaninchen,karat,carotte,kaninchen,ルララ,쇼봉,嚕啦啦,噜啦啦
rbt13,knuddl,sparkles,lilalà,sprankel,золотце,hop,mimomimo,sparkles,hop,mimomimo,リララ,샤방,哩啦啦,哩啦啦
rbt14,puschel,thumper,siiigh,stamper,топ-топ,pfui,vida extra,thumper,pfui,fiiiiú,ぷぅ,뿌우,風,风
rbt15,amigo,amigo,aquesí,amigo,амиго,pécaïre,tralarí,amigo,amigo,tralarí,アミーゴ,아미고,朋友,朋友
rbt16,langohr,nougat,gnuf gnuf,noga,карамелька,pinou-nou,arcoíris,nougat,nougat,nufinuf,まじで,진짜진짜,真的,真的
rbt17,hüppi,deelish,hurrah,heer-lijk,вкусняшка,nananère,oh lalá,deelish,nananère,oh lalá,ヤバッ,어뜨케,不妙,不妙
rbt18,mümml,coooooool,niglio,gaaast,зайчелло,chaaauuud,muyayo,coooooool,chaaauuud,muyayo,そうさね,나도나도,就是如此,就是如此
rbt19,jahopp,cottontail,baffoplà,staartje,зайцехвост,auch auch,muesli,cottontail,zip zip,hep-hep,だムーン,거봐라,月球,月球
rbt20,kerokero,ribbit,kerokero,kikk'r,зайцеквак,kérocarot,keroppi,ribbit,kérocarot,keroppi,けろけろ,케로케로,蛙蛙,蛙蛙
rbt21,hobbli,hoppity,hoppihop,huppekee,попрыгайка,boing,neutrino,hoppity,boing,jopijop,くりりん,동글,妹妹頭,妹妹头
rhn00,rumpel,kerPOW,zamperù,klaBAM,бабах,kaboum,tapumba,kerPOW,kaboum,tapumba,ですサイ,아뿔소,犀犀,犀犀
rhn01,stampf,bigfoot,piedone,grootvoet,босс,grand pied,jip-jip,bigfoot,grand pied,jip-jip,ンフ,훗,嗯噗,嗯噗
rhn02,punk,punk,pachi,schelm,бродяга,saperlotte,granuja,punk,groumph,papúm,でヤンキ,빠직,混混,混混
rhn04,schneuzel,schnozzle,splush,sneuzel,шнобель,euh,narigón,schnozzle,euh,kaplut,のネン,뿔뿔,念念,念念
rhn05,wumpa,merci,pistil,merci,мерси,pistil,merci,merci,brindille,floriflú,メルシー,세봉,謝謝,谢谢
rhn07,trarapp,shortcake,rien,schuimpje,кексик,ma fraise,fresitas,shortcake,confiture,fruti,でシュガ,베리베리,糖糖,糖糖
rhn08,bomm,yo yo yo,stomp,yo yo yo,йоу,badaboum,purrum,yo yo yo,badaboum,purrum,パネェ,킁킁,超強,超强
shp00,bäääh,baaaffo,beeeby,bèèè,бе-е,pupull,beeeibi,baaaffo,foulââârd,beeeibi,なのね,쩝,就這樣呀,就这样呀
shp01,däääää,daahling,breeezza,schaaaapje,мила-ашка,chêêêri,peeelusa,daahling,chêêêri,peluuusas,アンドゥ,앤쥬,一二三,一二三
shp02,la-a-amm,lambchop,laaagna,krulletje,ребрышко,bêbêêêêh,veeenga,lambchop,bêbêêêêh,yupitiii,メェー,메에에,咩,咩
shp03,badabing,baa-dabing,beeene,mèèèh,бэ-дабинь,mon agneau,no veeeas,baa-dabing,mon agneau,baa-bii,ウール,울,羊毛,羊毛
shp04,bäääby,baaaby,beensì,bè-⁠ste,бэ-эби,bêllissime,peeeque,baaaby,bêllissime,baaa-buá,ありんす,포근포근,愛,爱
shp07,blö-ö-ök,bo peep,babeeebí,wollebol,пасемся,tourni,babeeebí,bo peep,tourni,babeeebí,ですのよ,됐거든,是的唷,是的唷
shp08,zottel,shearly,hermoso,scheerlijk,завитушка,toison,lanitas,shearly,toison,laaaná,ベイビー,자기야,北鼻,北鼻
shp09,wuschel,lambkins,beee-ehi,lammetje,овечка,bê-bê-bê,joyita,lambkins,bê-bê-bê,bee-biis,イシシ,꺄르르,一絲絲,一丝丝
shp10,bwäääh,pine nut,pecoramè,denappel,сосенка,barbiche,yalovéees,pine nut,barbiche,yalovééés,まつわ,달려,等啊,等啊
shp11,knuddel,oh ewe,beee la la,ooi zeg,мутончик,mouêêê,berebé,oh ewe,mouêêê,berebé,だポテ,포테토,薯薯,薯薯
shp12,knuffi,nightshade,lanadà,nachtvacht,травинка,tricoti,lanas,nightshade,tricoti,lanavá,おつかれ,수고,辛苦了,辛苦了
shp13,helau,honk honk,peco peco,alaaf,бе-бе,bamboche,moquimoqui,honk honk,hahaha,moquimoqui,グフフ,므흐흐,丑丑,丑丑
shp14,kikilala,fuzzy,ovinin,kikilala,мягенько,mohair,kikilala,fuzzy,mohair,kikilala,ふわもこ,폭신폭신,毛茸茸,毛茸茸
shp15,jau,indeedaroo,veronò,precies,точно-точно,broutille,diiigo yo,indeedaroo,broutille,digoyó,ふんふん,뿜뿜,哇耶,哇耶
squ00,faulenzer,slacker,sgronch,luilak,лень,noisette,almendrita,slacker,noisette,esñik,なのよ,거얌,就是唷,就是唷
squ01,knack,nutlet,scrick,notendop,крошка,coquille,bayita,nutlet,coquille,ñicuá,ふふん,헤헤헤,哼哼,哼哼
squ02,manno,bucko,gnic gnic,vent,дружище,gogo,guirlache,bucko,gogo,guirlache,でしゅ,예용,是囉,是哦
